Tipo,Cantidad,Fecha,Pais,Estado
Confirmed,133,2-27-2020,China,Shanxi
Confirmed,10,2-27-2020,China,Macau
Confirmed,76,2-27-2020,China,Xinjiang
Confirmed,133,2-28-2020,China,Shanxi
Confirmed,18,2-28-2020,China,Qinghai
Confirmed,65914,2-28-2020,China,Hubei
Confirmed,1205,2-28-2020,China,Zhejiang
Confirmed,93,2-28-2020,China,Jilin
Confirmed,94,2-28-2020,China,Hong Kong
Confirmed,480,2-28-2020,China,Heilongjiang
Confirmed,410,2-28-2020,China,Beijing
Confirmed,576,2-28-2020,China,Chongqing
Confirmed,72,2-28-2020,China,Ningxia
Confirmed,252,2-28-2020,China,Guangxi
Confirmed,168,2-28-2020,China,Hainan
Confirmed,935,2-28-2020,China,Jiangxi
Confirmed,146,2-28-2020,China,Guizhou
Confirmed,296,2-28-2020,China,Fujian
Confirmed,1348,2-28-2020,China,Guangdong
Confirmed,91,2-28-2020,China,Gansu
Confirmed,1272,2-28-2020,China,Henan
Confirmed,990,2-28-2020,China,Anhui
Confirmed,756,2-28-2020,China,Shandong
Confirmed,76,2-28-2020,China,Xinjiang
Confirmed,10,2-28-2020,China,Macau
Confirmed,174,2-28-2020,China,Yunnan
Confirmed,631,2-28-2020,China,Jiangsu
Confirmed,1017,2-28-2020,China,Hunan
Confirmed,75,2-28-2020,China,Inner Mongolia
Confirmed,136,2-28-2020,China,Tianjin
Confirmed,337,2-28-2020,China,Shanghai
Confirmed,1,2-28-2020,China,Tibet
Confirmed,245,2-28-2020,China,Shaanxi
Confirmed,538,2-28-2020,China,Sichuan
Confirmed,318,2-28-2020,China,Hebei
Confirmed,121,2-28-2020,China,Liaoning
Confirmed,337,2-29-2020,China,Shanghai
Confirmed,91,2-29-2020,China,Gansu
Confirmed,93,2-29-2020,China,Jilin
Confirmed,245,2-29-2020,China,Shaanxi
Confirmed,18,2-29-2020,China,Qinghai
Confirmed,146,2-29-2020,China,Guizhou
Confirmed,73,2-29-2020,China,Ningxia
Confirmed,168,2-29-2020,China,Hainan
Confirmed,66337,2-29-2020,China,Hubei
Confirmed,133,2-29-2020,China,Shanxi
Confirmed,935,2-29-2020,China,Jiangxi
Confirmed,318,2-29-2020,China,Hebei
Confirmed,990,2-29-2020,China,Anhui
Confirmed,631,2-29-2020,China,Jiangsu
Confirmed,1018,2-29-2020,China,Hunan
Confirmed,121,2-29-2020,China,Liaoning
Confirmed,95,2-29-2020,China,Hong Kong
Confirmed,1272,2-29-2020,China,Henan
Confirmed,252,2-29-2020,China,Guangxi
Confirmed,76,2-29-2020,China,Xinjiang
Confirmed,1349,2-29-2020,China,Guangdong
Confirmed,480,2-29-2020,China,Heilongjiang
Confirmed,1205,2-29-2020,China,Zhejiang
Confirmed,1,2-29-2020,China,Tibet
Confirmed,576,2-29-2020,China,Chongqing
Confirmed,756,2-29-2020,China,Shandong
Confirmed,296,2-29-2020,China,Fujian
Confirmed,411,2-29-2020,China,Beijing
Confirmed,174,2-29-2020,China,Yunnan
Confirmed,10,2-29-2020,China,Macau
Confirmed,75,2-29-2020,China,Inner Mongolia
Confirmed,538,2-29-2020,China,Sichuan
Confirmed,136,2-29-2020,China,Tianjin
Confirmed,1272,03-01-20,China,Henan
Confirmed,76,03-01-20,China,Xinjiang
Confirmed,758,03-01-20,China,Shandong
Confirmed,18,03-01-20,China,Qinghai
Confirmed,75,03-01-20,China,Inner Mongolia
Confirmed,538,03-01-20,China,Sichuan
Confirmed,136,03-01-20,China,Tianjin
Confirmed,10,03-01-20,China,Macau
Confirmed,96,03-01-20,China,Hong Kong
Confirmed,990,03-01-20,China,Anhui
Confirmed,480,03-01-20,China,Heilongjiang
Confirmed,93,03-01-20,China,Jilin
Confirmed,146,03-01-20,China,Guizhou
Confirmed,122,03-01-20,China,Liaoning
Confirmed,413,03-01-20,China,Beijing
Confirmed,168,03-01-20,China,Hainan
Confirmed,245,03-01-20,China,Shaanxi
Confirmed,631,03-01-20,China,Jiangsu
Confirmed,91,03-01-20,China,Gansu
Confirmed,318,03-01-20,China,Hebei
Confirmed,252,03-01-20,China,Guangxi
Confirmed,935,03-01-20,China,Jiangxi
Confirmed,576,03-01-20,China,Chongqing
Confirmed,174,03-01-20,China,Yunnan
Confirmed,133,03-01-20,China,Shanxi
Confirmed,296,03-01-20,China,Fujian
Confirmed,1,03-01-20,China,Tibet
Confirmed,1018,03-01-20,China,Hunan
Confirmed,66907,03-01-20,China,Hubei
Confirmed,1349,03-01-20,China,Guangdong
Confirmed,1205,03-01-20,China,Zhejiang
Confirmed,337,03-01-20,China,Shanghai
Confirmed,73,03-01-20,China,Ningxia
Confirmed,538,03-02-20,China,Sichuan
Confirmed,935,03-02-20,China,Jiangxi
Confirmed,337,03-02-20,China,Shanghai
Confirmed,576,03-02-20,China,Chongqing
Confirmed,76,03-02-20,China,Xinjiang
Confirmed,1018,03-02-20,China,Hunan
Confirmed,758,03-02-20,China,Shandong
Confirmed,67103,03-02-20,China,Hubei
Confirmed,990,03-02-20,China,Anhui
Confirmed,93,03-02-20,China,Jilin
Confirmed,133,03-02-20,China,Shanxi
Confirmed,91,03-02-20,China,Gansu
Confirmed,122,03-02-20,China,Liaoning
Confirmed,146,03-02-20,China,Guizhou
Confirmed,18,03-02-20,China,Qinghai
Confirmed,75,03-02-20,China,Inner Mongolia
Confirmed,480,03-02-20,China,Heilongjiang
Confirmed,174,03-02-20,China,Yunnan
Confirmed,1206,03-02-20,China,Zhejiang
Confirmed,168,03-02-20,China,Hainan
Confirmed,100,03-02-20,China,Hong Kong
Confirmed,74,03-02-20,China,Ningxia
Confirmed,1,03-02-20,China,Tibet
Confirmed,1272,03-02-20,China,Henan
Confirmed,631,03-02-20,China,Jiangsu
Confirmed,414,03-02-20,China,Beijing
Confirmed,296,03-02-20,China,Fujian
Confirmed,10,03-02-20,China,Macau
Confirmed,245,03-02-20,China,Shaanxi
Confirmed,1350,03-02-20,China,Guangdong
Confirmed,252,03-02-20,China,Guangxi
Confirmed,136,03-02-20,China,Tianjin
Confirmed,318,03-02-20,China,Hebei
Confirmed,18,03-03-20,China,Qinghai
Confirmed,758,03-03-20,China,Shandong
Confirmed,125,03-03-20,China,Liaoning
Confirmed,296,03-03-20,China,Fujian
Confirmed,136,03-03-20,China,Tianjin
Confirmed,10,03-03-20,China,Macau
Confirmed,75,03-03-20,China,Inner Mongolia
Confirmed,935,03-03-20,China,Jiangxi
Confirmed,76,03-03-20,China,Xinjiang
Confirmed,1,03-03-20,China,Tibet
Confirmed,252,03-03-20,China,Guangxi
Confirmed,168,03-03-20,China,Hainan
Confirmed,1350,03-03-20,China,Guangdong
Confirmed,480,03-03-20,China,Heilongjiang
Confirmed,990,03-03-20,China,Anhui
Confirmed,100,03-03-20,China,Hong Kong
Confirmed,1213,03-03-20,China,Zhejiang
Confirmed,67217,03-03-20,China,Hubei
Confirmed,74,03-03-20,China,Ningxia
Confirmed,133,03-03-20,China,Shanxi
Confirmed,91,03-03-20,China,Gansu
Confirmed,174,03-03-20,China,Yunnan
Confirmed,631,03-03-20,China,Jiangsu
Confirmed,146,03-03-20,China,Guizhou
Confirmed,338,03-03-20,China,Shanghai
Confirmed,538,03-03-20,China,Sichuan
Confirmed,1018,03-03-20,China,Hunan
Confirmed,1272,03-03-20,China,Henan
Confirmed,318,03-03-20,China,Hebei
Confirmed,245,03-03-20,China,Shaanxi
Confirmed,576,03-03-20,China,Chongqing
Confirmed,93,03-03-20,China,Jilin
Confirmed,414,03-03-20,China,Beijing
Confirmed,133,03-04-20,China,Shanxi
Confirmed,1018,03-04-20,China,Hunan
Confirmed,758,03-04-20,China,Shandong
Confirmed,1213,03-04-20,China,Zhejiang
Confirmed,990,03-04-20,China,Anhui
Confirmed,136,03-04-20,China,Tianjin
Confirmed,174,03-04-20,China,Yunnan
Confirmed,480,03-04-20,China,Heilongjiang
Confirmed,93,03-04-20,China,Jilin
Confirmed,935,03-04-20,China,Jiangxi
Confirmed,75,03-04-20,China,Inner Mongolia
Confirmed,10,03-04-20,China,Macau
Confirmed,105,03-04-20,China,Hong Kong
Confirmed,576,03-04-20,China,Chongqing
Confirmed,146,03-04-20,China,Guizhou
Confirmed,318,03-04-20,China,Hebei
Confirmed,1350,03-04-20,China,Guangdong
Confirmed,168,03-04-20,China,Hainan
Confirmed,75,03-04-20,China,Ningxia
Confirmed,76,03-04-20,China,Xinjiang
Confirmed,245,03-04-20,China,Shaanxi
Confirmed,538,03-04-20,China,Sichuan
Confirmed,252,03-04-20,China,Guangxi
Confirmed,91,03-04-20,China,Gansu
Confirmed,125,03-04-20,China,Liaoning
Confirmed,67332,03-04-20,China,Hubei
Confirmed,1272,03-04-20,China,Henan
Confirmed,296,03-04-20,China,Fujian
Confirmed,1,03-04-20,China,Tibet
Confirmed,18,03-04-20,China,Qinghai
Confirmed,418,03-04-20,China,Beijing
Confirmed,631,03-04-20,China,Jiangsu
Confirmed,338,03-04-20,China,Shanghai
Confirmed,18,03-05-20,China,Qinghai
Confirmed,67466,03-05-20,China,Hubei
Confirmed,339,03-05-20,China,Shanghai
Confirmed,168,03-05-20,China,Hainan
Confirmed,1351,03-05-20,China,Guangdong
Confirmed,75,03-05-20,China,Inner Mongolia
Confirmed,76,03-05-20,China,Xinjiang
Confirmed,990,03-05-20,China,Anhui
Confirmed,758,03-05-20,China,Shandong
Confirmed,75,03-05-20,China,Ningxia
Confirmed,93,03-05-20,China,Jilin
Confirmed,576,03-05-20,China,Chongqing
Confirmed,1272,03-05-20,China,Henan
Confirmed,318,03-05-20,China,Hebei
Confirmed,252,03-05-20,China,Guangxi
Confirmed,418,03-05-20,China,Beijing
Confirmed,1215,03-05-20,China,Zhejiang
Confirmed,539,03-05-20,China,Sichuan
Confirmed,631,03-05-20,China,Jiangsu
Confirmed,136,03-05-20,China,Tianjin
Confirmed,1018,03-05-20,China,Hunan
Confirmed,102,03-05-20,China,Gansu
Confirmed,146,03-05-20,China,Guizhou
Confirmed,174,03-05-20,China,Yunnan
Confirmed,296,03-05-20,China,Fujian
Confirmed,245,03-05-20,China,Shaanxi
Confirmed,481,03-05-20,China,Heilongjiang
Confirmed,935,03-05-20,China,Jiangxi
Confirmed,125,03-05-20,China,Liaoning
Confirmed,133,03-05-20,China,Shanxi
Confirmed,105,03-05-20,China,Hong Kong
Confirmed,1,03-05-20,China,Tibet
Confirmed,10,03-05-20,China,Macau
Confirmed,76,03-06-20,China,Xinjiang
Confirmed,1272,03-06-20,China,Henan
Confirmed,107,03-06-20,China,Hong Kong
Confirmed,576,03-06-20,China,Chongqing
Confirmed,1352,03-06-20,China,Guangdong
Confirmed,935,03-06-20,China,Jiangxi
Confirmed,1,03-06-20,China,Tibet
Confirmed,539,03-06-20,China,Sichuan
Confirmed,252,03-06-20,China,Guangxi
Confirmed,1018,03-06-20,China,Hunan
Confirmed,75,03-06-20,China,Ningxia
Confirmed,168,03-06-20,China,Hainan
Confirmed,133,03-06-20,China,Shanxi
Confirmed,296,03-06-20,China,Fujian
Confirmed,146,03-06-20,China,Guizhou
Confirmed,125,03-06-20,China,Liaoning
Confirmed,422,03-06-20,China,Beijing
Confirmed,93,03-06-20,China,Jilin
Confirmed,481,03-06-20,China,Heilongjiang
Confirmed,10,03-06-20,China,Macau
Confirmed,318,03-06-20,China,Hebei
Confirmed,174,03-06-20,China,Yunnan
Confirmed,75,03-06-20,China,Inner Mongolia
Confirmed,119,03-06-20,China,Gansu
Confirmed,1215,03-06-20,China,Zhejiang
Confirmed,136,03-06-20,China,Tianjin
Confirmed,67592,03-06-20,China,Hubei
Confirmed,18,03-06-20,China,Qinghai
Confirmed,245,03-06-20,China,Shaanxi
Confirmed,990,03-06-20,China,Anhui
Confirmed,758,03-06-20,China,Shandong
Confirmed,342,03-06-20,China,Shanghai
Confirmed,631,03-06-20,China,Jiangsu
Confirmed,168,03-07-20,China,Hainan
Confirmed,1,03-07-20,China,Tibet
Confirmed,539,03-07-20,China,Sichuan
Confirmed,1272,03-07-20,China,Henan
Confirmed,935,03-07-20,China,Jiangxi
Confirmed,133,03-07-20,China,Shanxi
Confirmed,1018,03-07-20,China,Hunan
Confirmed,252,03-07-20,China,Guangxi
Confirmed,18,03-07-20,China,Qinghai
Confirmed,67666,03-07-20,China,Hubei
Confirmed,136,03-07-20,China,Tianjin
Confirmed,75,03-07-20,China,Inner Mongolia
Confirmed,426,03-07-20,China,Beijing
Confirmed,1215,03-07-20,China,Zhejiang
Confirmed,758,03-07-20,China,Shandong
Confirmed,342,03-07-20,China,Shanghai
Confirmed,1352,03-07-20,China,Guangdong
Confirmed,10,03-07-20,China,Macau
Confirmed,245,03-07-20,China,Shaanxi
Confirmed,631,03-07-20,China,Jiangsu
Confirmed,576,03-07-20,China,Chongqing
Confirmed,318,03-07-20,China,Hebei
Confirmed,146,03-07-20,China,Guizhou
Confirmed,75,03-07-20,China,Ningxia
Confirmed,990,03-07-20,China,Anhui
Confirmed,174,03-07-20,China,Yunnan
Confirmed,108,03-07-20,China,Hong Kong
Confirmed,481,03-07-20,China,Heilongjiang
Confirmed,120,03-07-20,China,Gansu
Confirmed,125,03-07-20,China,Liaoning
Confirmed,296,03-07-20,China,Fujian
Confirmed,93,03-07-20,China,Jilin
Confirmed,76,03-07-20,China,Xinjiang
Confirmed,576,03-08-20,China,Chongqing
Confirmed,1,03-08-20,China,Tibet
Confirmed,990,03-08-20,China,Anhui
Confirmed,539,03-08-20,China,Sichuan
Confirmed,1215,03-08-20,China,Zhejiang
Confirmed,75,03-08-20,China,Inner Mongolia
Confirmed,75,03-08-20,China,Ningxia
Confirmed,133,03-08-20,China,Shanxi
Confirmed,136,03-08-20,China,Tianjin
Confirmed,146,03-08-20,China,Guizhou
Confirmed,935,03-08-20,China,Jiangxi
Confirmed,245,03-08-20,China,Shaanxi
Confirmed,67707,03-08-20,China,Hubei
Confirmed,252,03-08-20,China,Guangxi
Confirmed,296,03-08-20,China,Fujian
Confirmed,114,03-08-20,China,Hong Kong
Confirmed,428,03-08-20,China,Beijing
Confirmed,342,03-08-20,China,Shanghai
Confirmed,481,03-08-20,China,Heilongjiang
Confirmed,174,03-08-20,China,Yunnan
Confirmed,18,03-08-20,China,Qinghai
Confirmed,758,03-08-20,China,Shandong
Confirmed,318,03-08-20,China,Hebei
Confirmed,1272,03-08-20,China,Henan
Confirmed,168,03-08-20,China,Hainan
Confirmed,93,03-08-20,China,Jilin
Confirmed,76,03-08-20,China,Xinjiang
Confirmed,10,03-08-20,China,Macau
Confirmed,1018,03-08-20,China,Hunan
Confirmed,124,03-08-20,China,Gansu
Confirmed,631,03-08-20,China,Jiangsu
Confirmed,125,03-08-20,China,Liaoning
Confirmed,1352,03-08-20,China,Guangdong
Confirmed,245,03-09-20,China,Shaanxi
Confirmed,75,03-09-20,China,Inner Mongolia
Confirmed,125,03-09-20,China,Liaoning
Confirmed,296,03-09-20,China,Fujian
Confirmed,174,03-09-20,China,Yunnan
Confirmed,631,03-09-20,China,Jiangsu
Confirmed,318,03-09-20,China,Hebei
Confirmed,93,03-09-20,China,Jilin
Confirmed,576,03-09-20,China,Chongqing
Confirmed,146,03-09-20,China,Guizhou
Confirmed,252,03-09-20,China,Guangxi
Confirmed,1352,03-09-20,China,Guangdong
Confirmed,1,03-09-20,China,Tibet
Confirmed,76,03-09-20,China,Xinjiang
Confirmed,136,03-09-20,China,Tianjin
Confirmed,1272,03-09-20,China,Henan
Confirmed,67743,03-09-20,China,Hubei
Confirmed,75,03-09-20,China,Ningxia
Confirmed,481,03-09-20,China,Heilongjiang
Confirmed,428,03-09-20,China,Beijing
Confirmed,1215,03-09-20,China,Zhejiang
Confirmed,10,03-09-20,China,Macau
Confirmed,990,03-09-20,China,Anhui
Confirmed,342,03-09-20,China,Shanghai
Confirmed,935,03-09-20,China,Jiangxi
Confirmed,133,03-09-20,China,Shanxi
Confirmed,539,03-09-20,China,Sichuan
Confirmed,124,03-09-20,China,Gansu
Confirmed,168,03-09-20,China,Hainan
Confirmed,758,03-09-20,China,Shandong
Confirmed,1018,03-09-20,China,Hunan
Confirmed,115,03-09-20,China,Hong Kong
Confirmed,18,03-09-20,China,Qinghai
Confirmed,136,03-10-20,China,Tianjin
Confirmed,146,03-10-20,China,Guizhou
Confirmed,18,03-10-20,China,Qinghai
Confirmed,252,03-10-20,China,Guangxi
Confirmed,318,03-10-20,China,Hebei
Confirmed,168,03-10-20,China,Hainan
Confirmed,344,03-10-20,China,Shanghai
Confirmed,125,03-10-20,China,Gansu
Confirmed,10,03-10-20,China,Macau
Confirmed,75,03-10-20,China,Ningxia
Confirmed,935,03-10-20,China,Jiangxi
Confirmed,758,03-10-20,China,Shandong
Confirmed,631,03-10-20,China,Jiangsu
Confirmed,245,03-10-20,China,Shaanxi
Confirmed,125,03-10-20,China,Liaoning
Confirmed,296,03-10-20,China,Fujian
Confirmed,93,03-10-20,China,Jilin
Confirmed,1353,03-10-20,China,Guangdong
Confirmed,429,03-10-20,China,Beijing
Confirmed,120,03-10-20,China,Hong Kong
Confirmed,133,03-10-20,China,Shanxi
Confirmed,1,03-10-20,China,Tibet
Confirmed,76,03-10-20,China,Xinjiang
Confirmed,75,03-10-20,China,Inner Mongolia
Confirmed,990,03-10-20,China,Anhui
Confirmed,174,03-10-20,China,Yunnan
Confirmed,67760,03-10-20,China,Hubei
Confirmed,481,03-10-20,China,Heilongjiang
Confirmed,1018,03-10-20,China,Hunan
Confirmed,1215,03-10-20,China,Zhejiang
Confirmed,576,03-10-20,China,Chongqing
Confirmed,1272,03-10-20,China,Henan
Confirmed,539,03-10-20,China,Sichuan
Confirmed,1273,03-11-20,China,Henan
Confirmed,93,03-11-20,China,Jilin
Confirmed,1215,03-11-20,China,Zhejiang
Confirmed,18,03-11-20,China,Qinghai
Confirmed,631,03-11-20,China,Jiangsu
Confirmed,125,03-11-20,China,Liaoning
Confirmed,76,03-11-20,China,Xinjiang
Confirmed,1,03-11-20,China,Tibet
Confirmed,245,03-11-20,China,Shaanxi
Confirmed,318,03-11-20,China,Hebei
Confirmed,75,03-11-20,China,Inner Mongolia
Confirmed,760,03-11-20,China,Shandong
Confirmed,344,03-11-20,China,Shanghai
Confirmed,935,03-11-20,China,Jiangxi
Confirmed,435,03-11-20,China,Beijing
Confirmed,10,03-11-20,China,Macau
Confirmed,1018,03-11-20,China,Hunan
Confirmed,296,03-11-20,China,Fujian
Confirmed,136,03-11-20,China,Tianjin
Confirmed,252,03-11-20,China,Guangxi
Confirmed,482,03-11-20,China,Heilongjiang
Confirmed,168,03-11-20,China,Hainan
Confirmed,127,03-11-20,China,Gansu
Confirmed,174,03-11-20,China,Yunnan
Confirmed,67773,03-11-20,China,Hubei
Confirmed,576,03-11-20,China,Chongqing
Confirmed,539,03-11-20,China,Sichuan
Confirmed,126,03-11-20,China,Hong Kong
Confirmed,133,03-11-20,China,Shanxi
Confirmed,146,03-11-20,China,Guizhou
Confirmed,75,03-11-20,China,Ningxia
Confirmed,990,03-11-20,China,Anhui
Confirmed,1356,03-11-20,China,Guangdong
Confirmed,93,03-12-20,China,Jilin
Confirmed,1018,03-12-20,China,Hunan
Confirmed,252,03-12-20,China,Guangxi
Confirmed,125,03-12-20,China,Liaoning
Confirmed,168,03-12-20,China,Hainan
Confirmed,935,03-12-20,China,Jiangxi
Confirmed,1273,03-12-20,China,Henan
Confirmed,76,03-12-20,China,Xinjiang
Confirmed,127,03-12-20,China,Gansu
Confirmed,245,03-12-20,China,Shaanxi
Confirmed,146,03-12-20,China,Guizhou
Confirmed,174,03-12-20,China,Yunnan
Confirmed,136,03-12-20,China,Tianjin
Confirmed,344,03-12-20,China,Shanghai
Confirmed,10,03-12-20,China,Macau
Confirmed,318,03-12-20,China,Hebei
Confirmed,1,03-12-20,China,Tibet
Confirmed,75,03-12-20,China,Inner Mongolia
Confirmed,760,03-12-20,China,Shandong
Confirmed,296,03-12-20,China,Fujian
Confirmed,18,03-12-20,China,Qinghai
Confirmed,133,03-12-20,China,Shanxi
Confirmed,75,03-12-20,China,Ningxia
Confirmed,1356,03-12-20,China,Guangdong
Confirmed,435,03-12-20,China,Beijing
Confirmed,576,03-12-20,China,Chongqing
Confirmed,990,03-12-20,China,Anhui
Confirmed,129,03-12-20,China,Hong Kong
Confirmed,67781,03-12-20,China,Hubei
Confirmed,631,03-12-20,China,Jiangsu
Confirmed,1215,03-12-20,China,Zhejiang
Confirmed,482,03-12-20,China,Heilongjiang
Confirmed,539,03-12-20,China,Sichuan
Confirmed,1215,3-13-2020,China,Zhejiang
Confirmed,631,3-13-2020,China,Jiangsu
Confirmed,76,3-13-2020,China,Xinjiang
Confirmed,1018,3-13-2020,China,Hunan
Confirmed,346,3-13-2020,China,Shanghai
Confirmed,134,3-13-2020,China,Hong Kong
Confirmed,296,3-13-2020,China,Fujian
Confirmed,436,3-13-2020,China,Beijing
Confirmed,482,3-13-2020,China,Heilongjiang
Confirmed,760,3-13-2020,China,Shandong
Confirmed,935,3-13-2020,China,Jiangxi
Confirmed,10,3-13-2020,China,Macau
Confirmed,133,3-13-2020,China,Shanxi
Confirmed,93,3-13-2020,China,Jilin
Confirmed,125,3-13-2020,China,Liaoning
Confirmed,136,3-13-2020,China,Tianjin
Confirmed,318,3-13-2020,China,Hebei
Confirmed,67786,3-13-2020,China,Hubei
Confirmed,576,3-13-2020,China,Chongqing
Confirmed,18,3-13-2020,China,Qinghai
Confirmed,75,3-13-2020,China,Ningxia
Confirmed,245,3-13-2020,China,Shaanxi
Confirmed,1,3-13-2020,China,Tibet
Confirmed,252,3-13-2020,China,Guangxi
Confirmed,1356,3-13-2020,China,Guangdong
Confirmed,1273,3-13-2020,China,Henan
Confirmed,539,3-13-2020,China,Sichuan
Confirmed,146,3-13-2020,China,Guizhou
Confirmed,174,3-13-2020,China,Yunnan
Confirmed,168,3-13-2020,China,Hainan
Confirmed,127,3-13-2020,China,Gansu
Confirmed,990,3-13-2020,China,Anhui
Confirmed,75,3-13-2020,China,Inner Mongolia
Confirmed,1018,3-14-2020,China,Hunan
Confirmed,1227,3-14-2020,China,Zhejiang
Confirmed,935,3-14-2020,China,Jiangxi
Confirmed,1,3-14-2020,China,Tibet
Confirmed,133,3-14-2020,China,Shanxi
Confirmed,67790,3-14-2020,China,Hubei
Confirmed,245,3-14-2020,China,Shaanxi
Confirmed,75,3-14-2020,China,Inner Mongolia
Confirmed,1273,3-14-2020,China,Henan
Confirmed,252,3-14-2020,China,Guangxi
Confirmed,576,3-14-2020,China,Chongqing
Confirmed,146,3-14-2020,China,Guizhou
Confirmed,75,3-14-2020,China,Ningxia
Confirmed,353,3-14-2020,China,Shanghai
Confirmed,136,3-14-2020,China,Tianjin
Confirmed,318,3-14-2020,China,Hebei
Confirmed,10,3-14-2020,China,Macau
Confirmed,18,3-14-2020,China,Qinghai
Confirmed,482,3-14-2020,China,Heilongjiang
Confirmed,1356,3-14-2020,China,Guangdong
Confirmed,76,3-14-2020,China,Xinjiang
Confirmed,129,3-14-2020,China,Gansu
Confirmed,168,3-14-2020,China,Hainan
Confirmed,760,3-14-2020,China,Shandong
Confirmed,174,3-14-2020,China,Yunnan
Confirmed,437,3-14-2020,China,Beijing
Confirmed,296,3-14-2020,China,Fujian
Confirmed,140,3-14-2020,China,Hong Kong
Confirmed,93,3-14-2020,China,Jilin
Confirmed,631,3-14-2020,China,Jiangsu
Confirmed,539,3-14-2020,China,Sichuan
Confirmed,990,3-14-2020,China,Anhui
Confirmed,125,3-14-2020,China,Liaoning
Confirmed,1,3-15-2020,China,Tibet
Confirmed,145,3-15-2020,China,Hong Kong
Confirmed,67794,3-15-2020,China,Hubei
Confirmed,252,3-15-2020,China,Guangxi
Confirmed,539,3-15-2020,China,Sichuan
Confirmed,146,3-15-2020,China,Guizhou
Confirmed,1360,3-15-2020,China,Guangdong
Confirmed,442,3-15-2020,China,Beijing
Confirmed,318,3-15-2020,China,Hebei
Confirmed,245,3-15-2020,China,Shaanxi
Confirmed,1231,3-15-2020,China,Zhejiang
Confirmed,75,3-15-2020,China,Ningxia
Confirmed,631,3-15-2020,China,Jiangsu
Confirmed,93,3-15-2020,China,Jilin
Confirmed,990,3-15-2020,China,Anhui
Confirmed,576,3-15-2020,China,Chongqing
Confirmed,133,3-15-2020,China,Shanxi
Confirmed,935,3-15-2020,China,Jiangxi
Confirmed,760,3-15-2020,China,Shandong
Confirmed,1273,3-15-2020,China,Henan
Confirmed,125,3-15-2020,China,Liaoning
Confirmed,75,3-15-2020,China,Inner Mongolia
Confirmed,168,3-15-2020,China,Hainan
Confirmed,482,3-15-2020,China,Heilongjiang
Confirmed,18,3-15-2020,China,Qinghai
Confirmed,133,3-15-2020,China,Gansu
Confirmed,174,3-15-2020,China,Yunnan
Confirmed,353,3-15-2020,China,Shanghai
Confirmed,10,3-15-2020,China,Macau
Confirmed,296,3-15-2020,China,Fujian
Confirmed,1018,3-15-2020,China,Hunan
Confirmed,76,3-15-2020,China,Xinjiang
Confirmed,136,3-15-2020,China,Tianjin
Confirmed,482,3-16-2020,China,Heilongjiang
Confirmed,18,3-16-2020,China,Qinghai
Confirmed,67798,3-16-2020,China,Hubei
Confirmed,76,3-16-2020,China,Xinjiang
Confirmed,252,3-16-2020,China,Guangxi
Confirmed,1231,3-16-2020,China,Zhejiang
Confirmed,176,3-16-2020,China,Yunnan
Confirmed,168,3-16-2020,China,Hainan
Confirmed,125,3-16-2020,China,Liaoning
Confirmed,136,3-16-2020,China,Tianjin
Confirmed,576,3-16-2020,China,Chongqing
Confirmed,155,3-16-2020,China,Hong Kong
Confirmed,539,3-16-2020,China,Sichuan
Confirmed,935,3-16-2020,China,Jiangxi
Confirmed,631,3-16-2020,China,Jiangsu
Confirmed,245,3-16-2020,China,Shaanxi
Confirmed,75,3-16-2020,China,Ningxia
Confirmed,133,3-16-2020,China,Gansu
Confirmed,355,3-16-2020,China,Shanghai
Confirmed,1018,3-16-2020,China,Hunan
Confirmed,11,3-16-2020,China,Macau
Confirmed,1273,3-16-2020,China,Henan
Confirmed,452,3-16-2020,China,Beijing
Confirmed,1,3-16-2020,China,Tibet
Confirmed,296,3-16-2020,China,Fujian
Confirmed,1361,3-16-2020,China,Guangdong
Confirmed,990,3-16-2020,China,Anhui
Confirmed,146,3-16-2020,China,Guizhou
Confirmed,75,3-16-2020,China,Inner Mongolia
Confirmed,318,3-16-2020,China,Hebei
Confirmed,93,3-16-2020,China,Jilin
Confirmed,760,3-16-2020,China,Shandong
Confirmed,133,3-16-2020,China,Shanxi
Confirmed,540,3-17-2020,China,Sichuan
Confirmed,1273,3-17-2020,China,Henan
Confirmed,482,3-17-2020,China,Heilongjiang
Confirmed,253,3-17-2020,China,Guangxi
Confirmed,1018,3-17-2020,China,Hunan
Confirmed,125,3-17-2020,China,Liaoning
Confirmed,456,3-17-2020,China,Beijing
Confirmed,318,3-17-2020,China,Hebei
Confirmed,75,3-17-2020,China,Ningxia
Confirmed,133,3-17-2020,China,Shanxi
Confirmed,75,3-17-2020,China,Inner Mongolia
Confirmed,761,3-17-2020,China,Shandong
Confirmed,162,3-17-2020,China,Hong Kong
Confirmed,631,3-17-2020,China,Jiangsu
Confirmed,136,3-17-2020,China,Tianjin
Confirmed,246,3-17-2020,China,Shaanxi
Confirmed,67799,3-17-2020,China,Hubei
Confirmed,935,3-17-2020,China,Jiangxi
Confirmed,358,3-17-2020,China,Shanghai
Confirmed,93,3-17-2020,China,Jilin
Confirmed,1232,3-17-2020,China,Zhejiang
Confirmed,1364,3-17-2020,China,Guangdong
Confirmed,18,3-17-2020,China,Qinghai
Confirmed,176,3-17-2020,China,Yunnan
Confirmed,133,3-17-2020,China,Gansu
Confirmed,76,3-17-2020,China,Xinjiang
